name,taxonomy,imageURL,remarks,temprange,phRange,detailsUrl
Mbu puffer,Tetraodon mbu,https://upload.wikimedia.org//wikipedia/en/8/83/Juvenile_Mbu_pufferfish.jpg,,,,https://en.wikipedia.org//wiki/Tetraodon_mbu
Congo pufferfish,Tetraodon miurus,https://upload.wikimedia.org//wikipedia/commons/3/3a/Tetraodon_miurus.jpg,,,,https://en.wikipedia.org//wiki/Tetraodon_miurus
Amazon puffer,Colomesus asellus,https://upload.wikimedia.org//wikipedia/commons/4/40/Assel-Kugelfisch.jpg,,,,
West African lungfish,Protopterus annectens,https://upload.wikimedia.org//wikipedia/commons/b/b8/G%C5%91tehal-2.jpg,,,,https://en.wikipedia.org//wiki/Protopterus_annectens
Spotted lungfish,Protopterus dolloi,https://upload.wikimedia.org//wikipedia/commons/c/ca/Dolloi.jpg,,,,https://en.wikipedia.org//wiki/Protopterus_dolloi
South American lungfish,Lepidosiren paradoxa,https://upload.wikimedia.org//wikipedia/commons/2/2a/Lepidosiren_paradoxa_Aquarium_tropical_du_Palais_de_la_Porte_Dor%C3%A9e_10042016_1.jpg,,,,https://en.wikipedia.org//wiki/Lepidosiren_paradoxa
Ocellate river stingray,Potamotrygon motoro,https://upload.wikimedia.org//wikipedia/commons/c/ca/Pfauenaugen-Stechrochen_-_Ocellate_river_stingray_-_Potamotrygon_motoro.jpg,,,,https://en.wikipedia.org//wiki/Potamotrygon_motoro
Black devil stingray,Potamotrygon leopoldi,https://upload.wikimedia.org//wikipedia/commons/e/e9/Potamotrygon_leopoldi_Prague_2011_2.jpg,,,,https://en.wikipedia.org//wiki/Potamotrygon_leopoldi
Black ghost knifefish,Apteronotus albifrons,https://upload.wikimedia.org//wikipedia/commons/b/bf/Apteronotus_albifrons_Aquarium_tropical_du_Palais_de_la_Porte_Dor%C3%A9e_10_04_2016_1.jpg,"23-28C (73-82F)
","6.0-8.0
",,https://en.wikipedia.org//wiki/Apteronotus_albifrons
Brown ghost knifefish,Apteronotus leptorhynchus,,,,,https://en.wikipedia.org//wiki/Apteronotus_leptorhynchus
Electric eel,Electrophorus electricus,https://upload.wikimedia.org//wikipedia/commons/8/8f/Electric-eel.jpg,,,,
Glass knifefish,Eigenmannia virescens,https://upload.wikimedia.org//wikipedia/commons/f/ff/Eigenmannia_virescens_000.jpg,,,,
Sterlet,Acipenser ruthenus,https://upload.wikimedia.org//wikipedia/commons/3/3d/Acipenser_ruthenus_Prague_Vltava_1.jpg,,,,https://en.wikipedia.org//wiki/Acipenser_ruthenus
Shovelnose Sturgeon,Scaphirhynchus platorynchus,https://upload.wikimedia.org//wikipedia/commons/d/d6/Shovelnose_Sturgeon_01-19-08_1241.jpg,,,,https://en.wikipedia.org//wiki/Scaphirhynchus_platorynchus
Spotted Gar,Lepisosteus oculatus,https://upload.wikimedia.org//wikipedia/commons/f/f7/Lepisosteus_oculatus1.jpg,,,,https://en.wikipedia.org//wiki/Lepisosteus_oculatus
Longnose Gar,Lepisosteus osseus,https://upload.wikimedia.org//wikipedia/commons/f/fc/Lepisosteus_osseus_1.jpg,,,,https://en.wikipedia.org//wiki/Lepisosteus_osseus
Florida Gar,Lepisosteus platyrhincus,https://upload.wikimedia.org//wikipedia/commons/1/10/Lepisosteus_platyrhincus.JPG,,,,https://en.wikipedia.org//wiki/Lepisosteus_platyrhincus
Alligator Gar,Atractosteus spatula,https://upload.wikimedia.org//wikipedia/commons/2/29/Alligator_Gar_%28Atractosteus_spatula%29_%283149748488%29.jpg,,,,https://en.wikipedia.org//wiki/Atractosteus_spatula
Cuban Gar,Atractosteus tristoechus,https://upload.wikimedia.org//wikipedia/commons/0/0d/MANJUARI-2.jpg,,,,https://en.wikipedia.org//wiki/Atractosteus_tristoechus
Tropical Gar,Atractosteus tropicus,https://upload.wikimedia.org//wikipedia/commons/5/57/PuertoAristaSanctuary04.JPG,,,,https://en.wikipedia.org//wiki/Atractosteus_tropicus
Freshwater blenny,Salaria fluviatilis,https://upload.wikimedia.org//wikipedia/commons/6/65/Blennie_d%27eau_douce-Salaria_fluviatilis.JPG,,,,https://en.wikipedia.org//wiki/Salaria_fluviatilis
Pickerel,Esox americanus,https://upload.wikimedia.org//wikipedia/commons/3/33/Esox_americanus_vermiculatus.jpg,,,,https://en.wikipedia.org//wiki/Esox_americanus
Brook stickleback,Culaea inconstans,https://upload.wikimedia.org//wikipedia/commons/6/69/Culaea_inconstans.jpg,,,,https://en.wikipedia.org//wiki/Culaea_inconstans
European Perch,Perca fluviatilis,https://upload.wikimedia.org//wikipedia/commons/0/09/Perca_fluviatilis2.jpg,,,,https://en.wikipedia.org//wiki/Perca_fluviatilis
Banded darter,Etheostoma zonale,,,,,
Gilt darter,Percina evides,https://upload.wikimedia.org//wikipedia/commons/7/74/Percina_evides.jpg,,,,https://en.wikipedia.org//wiki/Percina_evides
Orangethroat darter,Etheostoma spectabile,https://upload.wikimedia.org//wikipedia/commons/0/09/Orangethroat_darter_male.jpg,,,,https://en.wikipedia.org//wiki/Etheostoma_spectabile
Rainbow darter,Etheostoma caeruleum,https://upload.wikimedia.org//wikipedia/commons/f/f2/Etheostoma_caeruleum.jpg,,,,https://en.wikipedia.org//wiki/Etheostoma_caeruleum
Splendid darter,Etheostoma barrenense,,,,,https://en.wikipedia.org//wiki/Etheostoma_barrenense
